race_year_id,rank,runner,time,age,gender,nationality,time_in_seconds,event,race,city,country,date,start_time,participation,distance,elevation_gain,elevation_loss,aid_stations,participants
68140,1,VERHEUL Jasper,26H 35M 25S,30,M,GBR,95725,Peak District Ultras,Millstone 100,Castleton,United Kingdom,2021-09-03,19:00:00,solo,166.9,4520,-4520,10,150
68140,2,MOULDING JON,27H 0M 29S,43,M,GBR,97229,Peak District Ultras,Millstone 100,Castleton,United Kingdom,2021-09-03,19:00:00,solo,166.9,4520,-4520,10,150
68140,3,RICHARDSON Phill,28H 49M 7S,38,M,GBR,103747,Peak District Ultras,Millstone 100,Castleton,United Kingdom,2021-09-03,19:00:00,solo,166.9,4520,-4520,10,150
68140,4,DYSON Fiona,30H 53M 37S,55,W,GBR,111217,Peak District Ultras,Millstone 100,Castleton,United Kingdom,2021-09-03,19:00:00,solo,166.9,4520,-4520,10,150
68140,5,FRONTERAS Karen,32H 46M 21S,48,W,GBR,117981,Peak District Ultras,Millstone 100,Castleton,United Kingdom,2021-09-03,19:00:00,solo,166.9,4520,-4520,10,150
68140,6,THOMAS Leigh,32H 46M 40S,31,M,GBR,118000,Peak District Ultras,Millstone 100,Castleton,United Kingdom,2021-09-03,19:00:00,solo,166.9,4520,-4520,10,150
68140,7,SHORT Deborah,33H 30M 1S,55,W,GBR,120601,Peak District Ultras,Millstone 100,Castleton,United Kingdom,2021-09-03,19:00:00,solo,166.9,4520,-4520,10,150
68140,8,CROSSLEY Catharine,33H 33M 23S,40,W,GBR,120803,Peak District Ultras,Millstone 100,Castleton,United Kingdom,2021-09-03,19:00:00,solo,166.9,4520,-4520,10,150
68140,9,BUTCHER Kent,34H 54M 16S,47,M,GBR,125656,Peak District Ultras,Millstone 100,Castleton,United Kingdom,2021-09-03,19:00:00,solo,166.9,4520,-4520,10,150
68140,10,Hendry Bill,34H 59M 39S,29,M,GBR,125979,Peak District Ultras,Millstone 100,Castleton,United Kingdom,2021-09-03,19:00:00,solo,166.9,4520,-4520,10,150
72496,1,D HAENE Francois,20H 45M 59S,36,M,FRA,74759,UTMB®,UTMB®,Chamonix,France,2021-08-27,17:00:00,Solo,170.7,9930,-9930,11,2300
72496,2,DUNAND PALLAZ Aurelien,20H 58M 31S,29,M,FRA,75511,UTMB®,UTMB®,Chamonix,France,2021-08-27,17:00:00,Solo,170.7,9930,-9930,11,2300
72496,3,BLANCHARD Mathieu,21H 12M 43S,34,M,FRA,76363,UTMB®,UTMB®,Chamonix,France,2021-08-27,17:00:00,Solo,170.7,9930,-9930,11,2300
72496,4,POMMERET Ludovic,21H 38M 44S,46,M,FRA,77924,UTMB®,UTMB®,Chamonix,France,2021-08-27,17:00:00,Solo,170.7,9930,-9930,11,2300
72496,5,GRANGIER Germain,21H 52M 47S,31,M,FRA,78767,UTMB®,UTMB®,Chamonix,France,2021-08-27,17:00:00,Solo,170.7,9930,-9930,11,2300
72496,6,Namberger Hannes,22H 22M 6S,32,M,GER,80526,UTMB®,UTMB®,Chamonix,France,2021-08-27,17:00:00,Solo,170.7,9930,-9930,11,2300
72496,7,DAUWALTER Courtney,22H 30M 54S,36,W,USA,81054,UTMB®,UTMB®,Chamonix,France,2021-08-27,17:00:00,Solo,170.7,9930,-9930,11,2300
72496,8,CURMER Gregoire,23H 0M 10S,31,M,FRA,82810,UTMB®,UTMB®,Chamonix,France,2021-08-27,17:00:00,Solo,170.7,9930,-9930,11,2300
72496,8,PAZOS Diego,23H 0M 10S,37,M,SUI,82810,UTMB®,UTMB®,Chamonix,France,2021-08-27,17:00:00,Solo,170.7,9930,-9930,11,2300
72496,10,CLEMENT Mathieu,23H 8M 5S,26,M,SUI,83285,UTMB®,UTMB®,Chamonix,France,2021-08-27,17:00:00,Solo,170.7,9930,-9930,11,2300
69855,1,PIPITONE Anthony,24H 46M 23S,36,M,FRA,89183,Grand Raid des Pyrénées,Ultra Tour 160,vielle-Aure,France,2021-08-20,05:00:00,solo,167,9980,-9980,13,600
69855,2,ROUANET Renaud,27H 0M 30S,43,M,FRA,97230,Grand Raid des Pyrénées,Ultra Tour 160,vielle-Aure,France,2021-08-20,05:00:00,solo,167,9980,-9980,13,600
69855,3,EDOUARD Simon,27H 35M 9S,32,M,FRA,99309,Grand Raid des Pyrénées,Ultra Tour 160,vielle-Aure,France,2021-08-20,05:00:00,solo,167,9980,-9980,13,600
69855,4,BIARD Antoine,28H 26M 11S,28,M,FRA,102371,Grand Raid des Pyrénées,Ultra Tour 160,vielle-Aure,France,2021-08-20,05:00:00,solo,167,9980,-9980,13,600
69855,5,HOURDEBAIGTS Maxime,28H 30M 38S,26,M,FRA,102638,Grand Raid des Pyrénées,Ultra Tour 160,vielle-Aure,France,2021-08-20,05:00:00,solo,167,9980,-9980,13,600
69855,6,MILLET Pierre,29H 34M 38S,35,M,FRA,106478,Grand Raid des Pyrénées,Ultra Tour 160,vielle-Aure,France,2021-08-20,05:00:00,solo,167,9980,-9980,13,600
69855,7,ANXIONNAT RAOUX Julien,29H 50M 40S,31,M,FRA,107440,Grand Raid des Pyrénées,Ultra Tour 160,vielle-Aure,France,2021-08-20,05:00:00,solo,167,9980,-9980,13,600
69855,8,TESTE Bertrand,30H 3M 58S,37,M,FRA,108238,Grand Raid des Pyrénées,Ultra Tour 160,vielle-Aure,France,2021-08-20,05:00:00,solo,167,9980,-9980,13,600
69855,9,LOITRON Damien,30H 8M 14S,35,M,FRA,108494,Grand Raid des Pyrénées,Ultra Tour 160,vielle-Aure,France,2021-08-20,05:00:00,solo,167,9980,-9980,13,600
69855,10,Bodet Maxime,30H 15M 50S,30,M,FRA,108950,Grand Raid des Pyrénées,Ultra Tour 160,vielle-Aure,France,2021-08-20,05:00:00,solo,167,9980,-9980,13,600
67856,1,MARINOV Dimitar,20H 41M 6S,37,M,BUL,74466,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2021-08-20,18:00:00,solo,164,7490,-7500,13,150
67856,1,Minkov Hristo,20H 41M 6S,20,M,BUL,74466,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2021-08-20,18:00:00,solo,164,7490,-7500,13,150
67856,3,Todorov Lyudmil,23H 44M 8S,35,M,BUL,85448,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2021-08-20,18:00:00,solo,164,7490,-7500,13,150
67856,4,Georgiev Teodor,25H 9M 53S,38,M,BUL,90593,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2021-08-20,18:00:00,solo,164,7490,-7500,13,150
67856,5,MANOV Plamen,25H 33M 32S,35,M,BUL,92012,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2021-08-20,18:00:00,solo,164,7490,-7500,13,150
67856,6,TSENKULOVSKI Tsetsi,25H 53M 50S,48,M,BUL,93230,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2021-08-20,18:00:00,solo,164,7490,-7500,13,150
67856,7,BAKARDZHIEV Tsvetan,27H 25M 46S,42,M,BUL,98746,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2021-08-20,18:00:00,solo,164,7490,-7500,13,150
67856,8,NIKOLOV Nikola,27H 27M 35S,47,M,BUL,98855,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2021-08-20,18:00:00,solo,164,7490,-7500,13,150
67856,9,MALCHEVA Gergana,27H 33M 32S,45,W,BUL,99212,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2021-08-20,18:00:00,solo,164,7490,-7500,13,150
67856,10,ANDREEV Petar,28H 5M 38S,47,M,BUL,101138,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2021-08-20,18:00:00,solo,164,7490,-7500,13,150
70469,1,SEMIZ Ferhat,18H 50M 44S,35,M,TUR,67844,Runfire Salt Lake Ultra,100 Mile,ulukisla,Turkey,2021-08-20,18:00:00,solo,159.9,100,-100,12,0
70469,2,PAMUK Ali riza,19H 27M 39S,46,M,TUR,70059,Runfire Salt Lake Ultra,100 Mile,ulukisla,Turkey,2021-08-20,18:00:00,solo,159.9,100,-100,12,0
70469,3,AKYUZ Cengiz,20H 59M 4S,45,M,TUR,75544,Runfire Salt Lake Ultra,100 Mile,ulukisla,Turkey,2021-08-20,18:00:00,solo,159.9,100,-100,12,0
70469,4,YILMAZ ANATCA Vesile,21H 16M 12S,44,W,TUR,76572,Runfire Salt Lake Ultra,100 Mile,ulukisla,Turkey,2021-08-20,18:00:00,solo,159.9,100,-100,12,0
70469,5,POLAT Huseyin,22H 8M 13S,68,M,TUR,79693,Runfire Salt Lake Ultra,100 Mile,ulukisla,Turkey,2021-08-20,18:00:00,solo,159.9,100,-100,12,0
70469,6,SAHINOZ Ahmet,22H 29M 8S,33,M,TUR,80948,Runfire Salt Lake Ultra,100 Mile,ulukisla,Turkey,2021-08-20,18:00:00,solo,159.9,100,-100,12,0
70469,7,Doğan Eyüp Kutluhan,22H 31M 14S,38,M,TUR,81074,Runfire Salt Lake Ultra,100 Mile,ulukisla,Turkey,2021-08-20,18:00:00,solo,159.9,100,-100,12,0
70469,8,Wloskowicz Marcin,23H 3M 49S,50,M,POL,83029,Runfire Salt Lake Ultra,100 Mile,ulukisla,Turkey,2021-08-20,18:00:00,solo,159.9,100,-100,12,0
70469,9,CELEBI Mecit,23H 15M 1S,54,M,TUR,83701,Runfire Salt Lake Ultra,100 Mile,ulukisla,Turkey,2021-08-20,18:00:00,solo,159.9,100,-100,12,0
70469,10,GOGEBAKAN Osman,27H 52M 37S,61,M,TUR,100357,Runfire Salt Lake Ultra,100 Mile,ulukisla,Turkey,2021-08-20,18:00:00,solo,159.9,100,-100,12,0
66887,1,GIRARD Matthieu,26H 24M 43S,49,M,SUI,95083,Swiss Alps 100,160KM,Münster,Switzerland,2021-08-15,17:00:00,solo,159.9,9850,-9850,15,300
66887,2,GRAZIELLI Davide,28H 20M 43S,47,M,ITA,102043,Swiss Alps 100,160KM,Münster,Switzerland,2021-08-15,17:00:00,solo,159.9,9850,-9850,15,300
66887,3,HUNGERBUHLER Andreas,29H 29M 22S,41,M,SUI,106162,Swiss Alps 100,160KM,Münster,Switzerland,2021-08-15,17:00:00,solo,159.9,9850,-9850,15,300
66887,4,HARTMUTH Katharina,30H 17M 24S,26,W,SUI,109044,Swiss Alps 100,160KM,Münster,Switzerland,2021-08-15,17:00:00,solo,159.9,9850,-9850,15,300
66887,5,LEWIS Douglas,30H 40M 22S,57,M,USA,110422,Swiss Alps 100,160KM,Münster,Switzerland,2021-08-15,17:00:00,solo,159.9,9850,-9850,15,300
66887,6,VAN DER JAGT LUUK,30H 59M 18S,29,M,NED,111558,Swiss Alps 100,160KM,Münster,Switzerland,2021-08-15,17:00:00,solo,159.9,9850,-9850,15,300
66887,7,PORCHET Damien,31H 9M 49S,45,M,SUI,112189,Swiss Alps 100,160KM,Münster,Switzerland,2021-08-15,17:00:00,solo,159.9,9850,-9850,15,300
66887,8,GENTILUCCI Francesco Paco,31H 30M 0S,34,M,ITA,113400,Swiss Alps 100,160KM,Münster,Switzerland,2021-08-15,17:00:00,solo,159.9,9850,-9850,15,300
66887,9,HAEBLER Stefan,31H 42M 47S,46,M,SUI,114167,Swiss Alps 100,160KM,Münster,Switzerland,2021-08-15,17:00:00,solo,159.9,9850,-9850,15,300
66887,10,ALDOUS Jay,31H 42M 47S,60,M,USA,114167,Swiss Alps 100,160KM,Münster,Switzerland,2021-08-15,17:00:00,solo,159.9,9850,-9850,15,300
67851,1,HERMANSEN Didrik,19H 52M 51S,41,M,NOR,71571,Salomon Rondane 100,Salomon Rondane 100,Folldal,Norway,2021-08-14,07:00:00,solo,163.8,5460,-5460,5,0
67851,2,Kjøllmoen Steien Aasmund,21H 17M 34S,28,M,NOR,76654,Salomon Rondane 100,Salomon Rondane 100,Folldal,Norway,2021-08-14,07:00:00,solo,163.8,5460,-5460,5,0
67851,2,Ovstehage Vemund,21H 17M 34S,27,M,NOR,76654,Salomon Rondane 100,Salomon Rondane 100,Folldal,Norway,2021-08-14,07:00:00,solo,163.8,5460,-5460,5,0
67851,4,AVSET FREDRIKSEN Espen,23H 28M 21S,37,M,NOR,84501,Salomon Rondane 100,Salomon Rondane 100,Folldal,Norway,2021-08-14,07:00:00,solo,163.8,5460,-5460,5,0
67851,4,FENRE MATHIS DAHL,23H 28M 21S,31,M,NOR,84501,Salomon Rondane 100,Salomon Rondane 100,Folldal,Norway,2021-08-14,07:00:00,solo,163.8,5460,-5460,5,0
67851,6,COLLIARD Vincent,24H 34M 12S,35,M,FRA,88452,Salomon Rondane 100,Salomon Rondane 100,Folldal,Norway,2021-08-14,07:00:00,solo,163.8,5460,-5460,5,0
67851,6,Svellingen Eivind,24H 34M 12S,37,M,NOR,88452,Salomon Rondane 100,Salomon Rondane 100,Folldal,Norway,2021-08-14,07:00:00,solo,163.8,5460,-5460,5,0
67851,8,Wahl Tor Einar,24H 50M 23S,36,M,NOR,89423,Salomon Rondane 100,Salomon Rondane 100,Folldal,Norway,2021-08-14,07:00:00,solo,163.8,5460,-5460,5,0
67851,9,HJUKSE Gro Siljan,28H 35M 4S,40,W,NOR,102904,Salomon Rondane 100,Salomon Rondane 100,Folldal,Norway,2021-08-14,07:00:00,solo,163.8,5460,-5460,5,0
67851,9,ODERUD Thomas,28H 35M 4S,42,M,NOR,102904,Salomon Rondane 100,Salomon Rondane 100,Folldal,Norway,2021-08-14,07:00:00,solo,163.8,5460,-5460,5,0
68241,1,LEJEUNE Sylvain,17H 31M 24S,34,M,BEL,63084,Ultra Trail des Sources,160KM,Spa,Belgium,2021-08-14,07:00:00,solo,163.9,4630,-4660,8,200
68241,2,DELBECQ Nathan,17H 57M 50S,29,M,BEL,64670,Ultra Trail des Sources,160KM,Spa,Belgium,2021-08-14,07:00:00,solo,163.9,4630,-4660,8,200
68241,3,FRANCOIS Bertrand,19H 13M 6S,40,M,BEL,69186,Ultra Trail des Sources,160KM,Spa,Belgium,2021-08-14,07:00:00,solo,163.9,4630,-4660,8,200
68241,4,bonhomme Jean Roch,19H 46M 43S,40,M,BEL,71203,Ultra Trail des Sources,160KM,Spa,Belgium,2021-08-14,07:00:00,solo,163.9,4630,-4660,8,200
68241,5,Sinkeldam Marijn,19H 48M 24S,29,NA,NED,71304,Ultra Trail des Sources,160KM,Spa,Belgium,2021-08-14,07:00:00,solo,163.9,4630,-4660,8,200
68241,6,Rondel Florian,21H 8M 18S,40,M,FRA,76098,Ultra Trail des Sources,160KM,Spa,Belgium,2021-08-14,07:00:00,solo,163.9,4630,-4660,8,200
68241,7,PORTETELLE Antoine,21H 19M 9S,30,M,BEL,76749,Ultra Trail des Sources,160KM,Spa,Belgium,2021-08-14,07:00:00,solo,163.9,4630,-4660,8,200
68241,8,Carels Didier,21H 22M 40S,43,M,BEL,76960,Ultra Trail des Sources,160KM,Spa,Belgium,2021-08-14,07:00:00,solo,163.9,4630,-4660,8,200
68241,9,MORINEAU Fabrice,21H 35M 57S,53,M,FRA,77757,Ultra Trail des Sources,160KM,Spa,Belgium,2021-08-14,07:00:00,solo,163.9,4630,-4660,8,200
68241,10,SAENEN Fabrice,22H 13M 45S,44,M,BEL,80025,Ultra Trail des Sources,160KM,Spa,Belgium,2021-08-14,07:00:00,solo,163.9,4630,-4660,8,200
70241,1,GAILLARD Benoit,21H 15M 10S,37,M,FRA,76510,Québec Mega Trail (QMT),QMT-100-MILE,Beaupre,Canada,2021-08-13,22:00:00,solo,158.9,6410,-6240,13,120
70241,2,DAUTHUEY LAURENT Bastien,24H 12M 56S,32,M,FRA,87176,Québec Mega Trail (QMT),QMT-100-MILE,Beaupre,Canada,2021-08-13,22:00:00,solo,158.9,6410,-6240,13,120
70241,3,SANFACON Gabriel,24H 25M 14S,32,M,CAN,87914,Québec Mega Trail (QMT),QMT-100-MILE,Beaupre,Canada,2021-08-13,22:00:00,solo,158.9,6410,-6240,13,120
70241,4,HAMMOND Bastien Olivier,26H 7M 55S,32,M,CAN,94075,Québec Mega Trail (QMT),QMT-100-MILE,Beaupre,Canada,2021-08-13,22:00:00,solo,158.9,6410,-6240,13,120
70241,5,MCDONOUGH Tim,26H 11M 20S,41,M,CAN,94280,Québec Mega Trail (QMT),QMT-100-MILE,Beaupre,Canada,2021-08-13,22:00:00,solo,158.9,6410,-6240,13,120
70241,6,GELINAS Sylvain,26H 44M 37S,49,M,CAN,96277,Québec Mega Trail (QMT),QMT-100-MILE,Beaupre,Canada,2021-08-13,22:00:00,solo,158.9,6410,-6240,13,120
70241,7,AUBREY Christopher,27H 59M 47S,33,M,CAN,100787,Québec Mega Trail (QMT),QMT-100-MILE,Beaupre,Canada,2021-08-13,22:00:00,solo,158.9,6410,-6240,13,120
70241,8,Pelletier Jeff,28H 22M 57S,40,M,CAN,102177,Québec Mega Trail (QMT),QMT-100-MILE,Beaupre,Canada,2021-08-13,22:00:00,solo,158.9,6410,-6240,13,120
70241,9,DAILLEAU Yannick,28H 54M 2S,40,M,CAN,104042,Québec Mega Trail (QMT),QMT-100-MILE,Beaupre,Canada,2021-08-13,22:00:00,solo,158.9,6410,-6240,13,120
70241,10,MORAND Dave,29H 43M 35S,47,M,CAN,107015,Québec Mega Trail (QMT),QMT-100-MILE,Beaupre,Canada,2021-08-13,22:00:00,solo,158.9,6410,-6240,13,120
69945,1,SASINKA Aramis,23H 45M 0S,48,M,CRO,85500,Bunketorp Backyard Ultra Trail,BBUT - 24 loops,LINDOME,Sweden,2021-08-07,10:00:00,solo,163.7,3100,-3100,23,100
69945,2,BREMHOLM Martin,23H 46M 0S,41,M,DEN,85560,Bunketorp Backyard Ultra Trail,BBUT - 24 loops,LINDOME,Sweden,2021-08-07,10:00:00,solo,163.7,3100,-3100,23,100
69945,2,Kristensson Mikael,23H 46M 0S,32,M,SWE,85560,Bunketorp Backyard Ultra Trail,BBUT - 24 loops,LINDOME,Sweden,2021-08-07,10:00:00,solo,163.7,3100,-3100,23,100
67218,1,MIHALIK Norbert,16H 34M 47S,39,M,HUN,59687,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2021-08-07,06:00:00,solo,165.2,3130,-3170,13,300
67218,2,Cheshire Geoffrey,17H 7M 19S,45,M,GBR,61639,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2021-08-07,06:00:00,solo,165.2,3130,-3170,13,300
67218,3,WINDROSS Peter,17H 44M 20S,50,M,GBR,63860,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2021-08-07,06:00:00,solo,165.2,3130,-3170,13,300
67218,4,LYNCH Mark,18H 45M 2S,42,M,GBR,67502,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2021-08-07,06:00:00,solo,165.2,3130,-3170,13,300
67218,5,PEACHEY Ian,20H 25M 51S,41,M,GBR,73551,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2021-08-07,06:00:00,solo,165.2,3130,-3170,13,300
67218,6,RICKMAN Hannah,20H 56M 27S,33,W,USA,75387,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2021-08-07,06:00:00,solo,165.2,3130,-3170,13,300
67218,7,MOLONEY Daniel,21H 11M 32S,34,M,GBR,76292,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2021-08-07,06:00:00,solo,165.2,3130,-3170,13,300
67218,8,SANDERS James,21H 29M 25S,42,M,GBR,77365,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2021-08-07,06:00:00,solo,165.2,3130,-3170,13,300
67218,9,PRYCE David,21H 42M 9S,46,M,GBR,78129,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2021-08-07,06:00:00,solo,165.2,3130,-3170,13,300
67218,10,CATMUR Edward,21H 48M 22S,39,M,GBR,78502,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2021-08-07,06:00:00,solo,165.2,3130,-3170,13,300
65713,1,TOMLINSON Matt,24H 59M 57S,33,M,GBR,89997,Beacons 50 & Beacons 100,Beacons 100,Brecon,United Kingdom,2021-08-06,20:00:00,Solo,164.8,7050,-7050,5,50
65713,2,CLIFFORD Mick,31H 2M 9S,34,M,GBR,111729,Beacons 50 & Beacons 100,Beacons 100,Brecon,United Kingdom,2021-08-06,20:00:00,Solo,164.8,7050,-7050,5,50
65713,3,Howard George,40H 48M 26S,33,M,GBR,146906,Beacons 50 & Beacons 100,Beacons 100,Brecon,United Kingdom,2021-08-06,20:00:00,Solo,164.8,7050,-7050,5,50
65713,4,JONES Steven,42H 55M 18S,59,M,GBR,154518,Beacons 50 & Beacons 100,Beacons 100,Brecon,United Kingdom,2021-08-06,20:00:00,Solo,164.8,7050,-7050,5,50
65713,5,SLATER Douglas,45H 17M 45S,51,M,GBR,163065,Beacons 50 & Beacons 100,Beacons 100,Brecon,United Kingdom,2021-08-06,20:00:00,Solo,164.8,7050,-7050,5,50
66425,1,SEMIZ Ferhat,20H 26M 17S,35,M,TUR,73577,Iznik Ultra,160 K,Iznik,Turkey,2021-08-06,18:00:00,solo,149.4,2930,-3040,12,100
66425,2,SAY Ahmet,21H 5M 33S,37,M,TUR,75933,Iznik Ultra,160 K,Iznik,Turkey,2021-08-06,18:00:00,solo,149.4,2930,-3040,12,100
66425,3,KARA Savas Lutfi,22H 2M 12S,48,M,TUR,79332,Iznik Ultra,160 K,Iznik,Turkey,2021-08-06,18:00:00,solo,149.4,2930,-3040,12,100
66425,4,CAKAROGLU Bekir,22H 37M 29S,34,M,TUR,81449,Iznik Ultra,160 K,Iznik,Turkey,2021-08-06,18:00:00,solo,149.4,2930,-3040,12,100
66425,5,DUZDAS Ali,23H 11M 11S,54,M,TUR,83471,Iznik Ultra,160 K,Iznik,Turkey,2021-08-06,18:00:00,solo,149.4,2930,-3040,12,100
66425,6,Sancak Ozgur,23H 32M 17S,41,M,TUR,84737,Iznik Ultra,160 K,Iznik,Turkey,2021-08-06,18:00:00,solo,149.4,2930,-3040,12,100
66425,7,ASKAROV ELMIR,24H 9M 41S,41,M,AZE,86981,Iznik Ultra,160 K,Iznik,Turkey,2021-08-06,18:00:00,solo,149.4,2930,-3040,12,100
66425,8,GUCLUTURK Guven,24H 39M 11S,50,M,TUR,88751,Iznik Ultra,160 K,Iznik,Turkey,2021-08-06,18:00:00,solo,149.4,2930,-3040,12,100
66425,9,ALTINKUM Cetin,24H 55M 56S,43,M,TUR,89756,Iznik Ultra,160 K,Iznik,Turkey,2021-08-06,18:00:00,solo,149.4,2930,-3040,12,100
66425,10,SAL Ihsan,25H 16M 7S,59,M,TUR,90967,Iznik Ultra,160 K,Iznik,Turkey,2021-08-06,18:00:00,solo,149.4,2930,-3040,12,100
66003,1,SCHAFFER Stefan,26H 11M 15S,43,M,AUT,94275,KAT100,KAT100miles,Fieberbrunn,Austria,2021-08-05,18:00:00,solo,173.9,9980,-9980,15,170
66003,2,SCHWAIGER Hermann,27H 4M 19S,43,M,AUT,97459,KAT100,KAT100miles,Fieberbrunn,Austria,2021-08-05,18:00:00,solo,173.9,9980,-9980,15,170
66003,3,HOFSTATTER Marco,28H 49M 2S,27,M,AUT,103742,KAT100,KAT100miles,Fieberbrunn,Austria,2021-08-05,18:00:00,solo,173.9,9980,-9980,15,170
66003,3,Kik Tomasz,28H 49M 2S,39,M,POL,103742,KAT100,KAT100miles,Fieberbrunn,Austria,2021-08-05,18:00:00,solo,173.9,9980,-9980,15,170
66003,5,FELLHOFER Esther,29H 5M 15S,32,W,AUT,104715,KAT100,KAT100miles,Fieberbrunn,Austria,2021-08-05,18:00:00,solo,173.9,9980,-9980,15,170
66003,6,REICH Markus,30H 58M 8S,43,M,AUT,111488,KAT100,KAT100miles,Fieberbrunn,Austria,2021-08-05,18:00:00,solo,173.9,9980,-9980,15,170
66003,7,Schwarz Stefan,32H 20M 45S,37,M,AUS,116445,KAT100,KAT100miles,Fieberbrunn,Austria,2021-08-05,18:00:00,solo,173.9,9980,-9980,15,170
66003,8,VASUTIU Florina,34H 20M 21S,42,W,ROU,123621,KAT100,KAT100miles,Fieberbrunn,Austria,2021-08-05,18:00:00,solo,173.9,9980,-9980,15,170
66003,9,Oswald Cornelia,34H 55M 54S,36,W,AUT,125754,KAT100,KAT100miles,Fieberbrunn,Austria,2021-08-05,18:00:00,solo,173.9,9980,-9980,15,170
66003,10,GRUNWALD Rick,35H 30M 44S,45,M,GER,127844,KAT100,KAT100miles,Fieberbrunn,Austria,2021-08-05,18:00:00,solo,173.9,9980,-9980,15,170
71873,1,ROSTOVTSEV Artem,29H 36M 14S,43,M,RUS,106574,Alpindustria Elbrus Race,ElbrusWorldRace,Terskol,Russia,2021-07-30,00:00:00,Solo,169.9,9010,-9010,0,120
71873,2,Yakimov Semyon,33H 6M 45S,30,M,RUS,119205,Alpindustria Elbrus Race,ElbrusWorldRace,Terskol,Russia,2021-07-30,00:00:00,Solo,169.9,9010,-9010,0,120
71873,3,Bolomozhnov Maksim,36H 18M 2S,31,M,RUS,130682,Alpindustria Elbrus Race,ElbrusWorldRace,Terskol,Russia,2021-07-30,00:00:00,Solo,169.9,9010,-9010,0,120
71873,4,KUPRYUKHIN Denis,38H 4M 32S,29,M,RUS,137072,Alpindustria Elbrus Race,ElbrusWorldRace,Terskol,Russia,2021-07-30,00:00:00,Solo,169.9,9010,-9010,0,120
71873,5,MITUSOV Viktor,38H 4M 32S,38,M,RUS,137072,Alpindustria Elbrus Race,ElbrusWorldRace,Terskol,Russia,2021-07-30,00:00:00,Solo,169.9,9010,-9010,0,120
71873,6,OGURTSOV Aleksandr,40H 2M 34S,43,M,RUS,144154,Alpindustria Elbrus Race,ElbrusWorldRace,Terskol,Russia,2021-07-30,00:00:00,Solo,169.9,9010,-9010,0,120
71873,7,KUTS Aleksander,40H 44M 39S,45,M,RUS,146679,Alpindustria Elbrus Race,ElbrusWorldRace,Terskol,Russia,2021-07-30,00:00:00,Solo,169.9,9010,-9010,0,120
71873,8,IVSHIN Mikhail,40H 54M 46S,57,M,RUS,147286,Alpindustria Elbrus Race,ElbrusWorldRace,Terskol,Russia,2021-07-30,00:00:00,Solo,169.9,9010,-9010,0,120
71873,9,Frolov Valentin,41H 7M 25S,42,M,RUS,148045,Alpindustria Elbrus Race,ElbrusWorldRace,Terskol,Russia,2021-07-30,00:00:00,Solo,169.9,9010,-9010,0,120
71873,10,Petrov Aleksandr,41H 7M 26S,43,M,RUS,148046,Alpindustria Elbrus Race,ElbrusWorldRace,Terskol,Russia,2021-07-30,00:00:00,Solo,169.9,9010,-9010,0,120
69219,1,GLICK Arlen,14H 15M 33S,29,M,USA,51333,Burning River Endurance Run,Burning River 100 Mile,Hudson,United States,2021-07-24,04:00:00,solo,163.7,2700,-2700,14,250
69219,2,MITCHELL Dustin,16H 13M 52S,26,M,USA,58432,Burning River Endurance Run,Burning River 100 Mile,Hudson,United States,2021-07-24,04:00:00,solo,163.7,2700,-2700,14,250
69219,3,BIEDENBENDER Gerald,16H 14M 48S,37,M,USA,58488,Burning River Endurance Run,Burning River 100 Mile,Hudson,United States,2021-07-24,04:00:00,solo,163.7,2700,-2700,14,250
69219,4,MILLER Drew,17H 36M 9S,35,M,USA,63369,Burning River Endurance Run,Burning River 100 Mile,Hudson,United States,2021-07-24,04:00:00,solo,163.7,2700,-2700,14,250
69219,5,DWYER Lindsey,17H 36M 49S,30,W,USA,63409,Burning River Endurance Run,Burning River 100 Mile,Hudson,United States,2021-07-24,04:00:00,solo,163.7,2700,-2700,14,250
69219,6,KELLY Seth,18H 48M 40S,37,M,USA,67720,Burning River Endurance Run,Burning River 100 Mile,Hudson,United States,2021-07-24,04:00:00,solo,163.7,2700,-2700,14,250
